psa_nr;aufstellort;bezirk_gebiet;abschnitt_von;abschnitt_bis;stellplaetze;roter_punkt;gebuehrenzeit;gebuehr_je_15_min_euro;hoechtsparkdauer_stunde;tagesgebuehr_euro;tarifzone;geokoordinate_nord;geokoordinate_ost
151;Stolkgasse 4;Gereonsviertel;Tunisstr.;Postzufahrt;10;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;;
152;Riehler Str.;Nippes;An der Schanz;Frohngasse;24;;Mo-So 09:00 - 18:00;0,50 €;9;Ja;500107;50,9612011244087;6,97852566991505
153;Riehler Str.;Nippes;An der Schanz;Frohngasse;24;;Mo-So 09:00 - 18:00;0,50 €;9;Ja;500107;50,9603095662904;6,97733523432709
154;Viktor-Speier-Holstein-Str.;Mülheim;Genovevastraße;Clevischer Ring;14;KEUP;Mo-Sa 09:00 - 23:00;0,50 €;14;Ja;500110;50,964803023505;7,0070739288508
155;Genovevastr. 70;Mülheim;Bergisch Gladbacher Str.;Heidkampstr.;14;KEUP;Mo-Sa 09:00 - 23:00;0,50 €;2;;500054;50,9650556313078;7,00758177425433
156;Keupstr. 50;Mülheim;Schanzenstr.;Holweider Str.;8;;Mo-Sa 09:00 - 23:00;0,50 €;2;;500054;50,9654970658461;7,00947385515728
157;Keupstr. 49;Mülheim;Schanzenstr.;Holweider Str.;8;;Mo-Sa 09:00 - 23:00;0,50 €;2;;500054;50,9650531620464;7,01017317841032
158;Keupstr. 90;Mülheim;Schanzenstr.;Holweider Str.;27;;Mo-Sa 09:00 - 23:00;0,50 €;2;;500054;50,9643462658619;7,01099346532412
159;Riehler Str.;Nippes;An der Schanz;Frohngasse;24;;Mo-So 09:00 - 18:00;0,50 €;9;Ja;500107;50,9594138508529;6,97613268202228
160;Holweider Str. 11;Mülheim;Schule;;12;KEUP;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9636638205937;7,00799677248653
161;Auenweg;Deutz;Kreisverkehr KölnMesse Tor T;Sachsenbergstraße;15;;Mo-So 09:00 - 23:00;1,00 €;5;;500069;50,9395430572854;6,93984157710874
162;Friesenwall 32-36;Nördlich Neumarkt;Ehrenstr.;Mittelstr.;7;NEU;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9379082208946;6,94066667706929
163;Magnusstr. 15;Nördlich Neumarkt;Friesenwall;Alte Wallgasse;12;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,940109853195;6,94162472546767
164;Mittelstr. 42;Nördlich Neumarkt;Pfeilstr.;Benesisstr.;18;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9368909914169;6,94164746097597
165;Mittelstr. 9;Nördlich Neumarkt;Benesisstr.;Apostelnkloster;21;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,936869901081;6,94320072383604
166;Neven-du-Mont-Str. 6;Nördlich Neumarkt;Breite Str.;Kupfergasse;12;NEU;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9391764972206;6,95070525840321
167;Cäcilienstr. 44;Nördlich Neumarkt;Antonsgasse;Neumarkt;13;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9355614970837;6,95070661038757
168;Röhrergasse;Nördlich Neumarkt;Tunisstr.;Apellhofplatz;21;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;;
169;Im Dau 1;Severinsviertel;Ulrichgasse;Severinstr.;10;SEV;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9273318134231;6,95710999810002
170;Marcel-Proust-Promenade;Lindenthal;Kitschburger Straße;Grünanlage;25;;Mo-Fr 09:00 - 13:00;0,50 €;4;Ja;500115;50,9293025950906;6,90110699079161
171;Heidestr. 6;Porz Wahn;Frankfurter Str.;Am Kindergarten;4;;Mo-Sa 12:00 - 18:00;0,50 €;4;;500042;50,8574676686499;7,08709806933804
172;Rhonestraße;Chorweiler;Sackgasse vom Athener Ring;;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;51,0252567999999;6,8950701
173;Ludwigstr. 6;City/Martinsviertel;Minoritenstr.;Brückenstr.;7;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9385908773523;6,95521572605795
174;Alteburger Str. 274;Bayenthal II;Tacitusstr.;Klerschweg;16;BAY II;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
175;Reischplatz 3;Deutz I;;;6;DEUTZ I;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,936530522824;6,97647283639049
176;Apostelnstr. 20;Nördlich Neumarkt;Pastor-Könn-Platz;Breite Str.;25;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9375731172022;6,94517603781882
177;Burgmauer 43;Nördlich Neumarkt;Auf dem Berlich;Appellhofplatz;11;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9409595149133;6,94903361282149
178;Goldgasse;Gereonsviertel;Johannisstraße;Am alten Ufer;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9432745441101;6,96122058500193
179;Glockengasse Ladenstadt;Nördlich Neumarkt;Schwertnergasse;Neue Langgasse;27;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9384358242853;6,951437057334
180;Hahnenstr. 8;Nördlich Neumarkt;Benesisstr.;Pfeilstr.;12;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9359670820402;6,9437933158284
181;Hahnenstr. 14;Nördlich Neumarkt;Apostelnkloster;Benesisstr.;10;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9360337920244;6,94191359657298
182;Burgmauer 47;Gereonsviertel;Auf dem Berlich;Tunisstraße;18;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9410679262354;6,94890432891387
183;Burgmauer 68;Gereonsviertel;Auf dem Berlich;Tunisstr.;18;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9412504590962;6,95072621946227
184;Gereonswall 118;Gereonsviertel;Am Kümpchenshof;Von-Werth-Str.;29;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9453740295142;6,9456563041377
185;Paulistr. 2;Pauliviertel;Aachener Str.;Königsdorfer Str.;19;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9375716947096;6,89871581515421
186;Im Klapperhof 5;Gereonsviertel;Friesenwall;Spiesergasse;14;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9417535273397;6,94378378183521
187;Norbertstr. 25;Gereonsviertel;Im Klapperhof;Gereonshof;24;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9422069463543;6,94500742677899
188;Klingelpütz 39;Gereonsviertel;Gereonsmühlengasse;Kyotostr.;25;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,944564708656;6,94959076485857
189;Gereonsmühlengasse 5;Gereonsviertel;Blumenstr.;Klingelpütz;20;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,944627024936;6,9479697099118
190;Gereonshof;Gereonsviertel;Von-Werth-Str.;Spiesergasse;6;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9428067209871;6,94227948752926
191;Gereonstr. 32;Gereonsviertel;Börsenplatz;Klingelpütz;6;GER;Mo-Sa 11:00 - 23:00;1,00 €;4;;500002;50,9431387989468;6,94831614728072
192;Königsdorfer Str. 14;Pauliviertel;Paulistr.;Maarweg;48;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9385921620333;6,8984581814961
193;Friesenwall 62;Nördlich Neumarkt;Palmstr.;Ehrenstr.;11;NEU;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9387105605407;6,94073643874765
194;Mohrenstr. 17;Gereonsviertel;Innenhof;;18;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9420484065056;6,94710445251565
195;Mohrenstr. 20;Gereonsviertel;Gereonstr.;Mohrenstr.;25;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9425763216244;6,94767367874479
196;Pauliplatz ggü. 6;Pauliviertel;;;22;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9382902140073;6,8979488731124
197;Marzellenstr. 11;Gereonsviertel;Ursulaplatz;An den Dominikanern;9;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9427645097271;6,95584122978986
198;Wartburgstr. 2;Nippes;Siebachstraße;Merheimer Straße;21;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9633212647968;6,94878038752249
199;An den Dominikanern 11;Gereonsviertel;Tunisstr.;Andreaskloster;11;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9425413614167;6,95416906651095
200;Zeughausstr. ggü. 3;Gereonsviertel;Kattenbug;Mohrenstr.;11;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9414203345553;6,94947392149041
201;Zeughausstr. 1;Gereonsviertel;Kattenbug;Mohrenstr.;18;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9413859261031;6,94990616217385
202;Kornelimünsterstr. 14;Pauliviertel;Paulistr.;Erkelenzer Str.;18;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93916553755;6,89765230595511
203;Mohrenstr. 6;Gereonsviertel;Zeughausstr.;Cadinalstr.;22;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9416965344492;6,94778535738933
204;Kardinal-Frings-Str. 7;Gereonsviertel;Gereonstr.;Altegrabengasse;14;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9438293066307;6,95123214781644
205;Gereonsdriesch 3-7;Gereonsviertel;Gereonstr.;Steinfeldergasse;15;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9428857863308;6,94709499646034
206;Klingelpütz 6;Gereonsviertel;Gereonstr.;Gereonsmühlengasse;4;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9438258553602;6,94801156491015
207;Kyotostr. 23;Gereonsviertel;Gereonswall;Gereonsmühlengasse;8;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9454603369739;6,9471475123792
208;Felix-Rexhausen-Platz;Gereonsviertel;Turiner Str.;Domstr.;8;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9454050086898;6,95709060297703
209;Auf dem Hunnenrücken 3;Gereonsviertel;Tunisstr.;Maria-Ablaß-Platz;7;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9436853158585;6,95211191269573
210;Friesenstr. 20;Gereonsviertel;Römergasse;Spiesergasse;8;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9408639782178;6,94394040766754
211;Hans-Carl-Nipperdey-Str. A;Lindenthal;Luxemburger Str.;Rudolf-Amelunxen-Str.;25;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9221760232303;6,93878579792489
212;Hans-Carl-Nipperdey-Str.;Lindenthal;Luxemburger Str.;Rudolf-Amelunxen-Str.;11;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9223618801284;6,93788712461235
213;Venloer Str. 532;Ehrenfeld;Alpener Str.;Herbigstr.;15;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9560703244202;6,90533700767958
214;Venloer Str. 542;Ehrenfeld;Herbigstr.;Äußere Kanalstr.;14;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9564448982091;6,90420901214077
215;Venloer Str. 541;Ehrenfeld;Äußere Kanalstr.;Gumprechtstr.;21;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9560187052416;6,90492839467247
216;Piusstr. ggü. Parkplatz;Lindenthal Nord III;Woensamstr.;Aachener Str.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9388640296214;6,92213266885522
217;Piusstr. ggü. 131;Lindenthal Nord III;Woensamstr.;Aachener Str.;35;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9378881529581;6,92192714337326
218;Liebigstr. 175;Ehrenfeld;Pettenkoterstr.;Herkulesstr.;29;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9559698953565;6,93293368913962
219;Wartburgplatz;Nippes;Wartburgstr;Wagenhallenstr;15;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9629181066571;6,94695104517428
220;Paulistr. 66;Pauliviertel;Paulistr.;Erkelenzer Str.;14;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9390073904987;6,89624859938121
221;An der Malzmühle 5;Georgsviertel;Plectrudengasse;Mühlenbach;24;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9341868544104;6,95957601371664
222;Blaubach 1;Georgsviertel;Polizeipräsidium;;18;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9324130490173;6,95546570906178
223;Cäcilienstr. 2 (Post);Georgsviertel;Post;Hohe Str.;7;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9348691619611;6,95549008372682
224;Follerstr. 82;Georgsviertel;Rheinaustr.;Große Witschgasse;39;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9316452969041;6,95937190673956
225;Büdericher Straße 9;Nippes;;;7;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9624695608829;6,94696169904448
226;Kasinostr. 5;Georgsviertel;Stefanstr.;Pipinstr.;24;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,934631895025;6,95724156999476
227;Kleine Witschgasse 11;Georgsviertel;Follerstr.;Holzmarkt;16;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9309327059942;6,96073742243996
228;Krummer Büchel 14;Georgsviertel;Sternengasse;Agrippastr.;12;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9336253338903;6,95428204061404
229;Mühlenbach 49;Georgsviertel;An der Malzmühle;Hohe Pforte;15;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9335327162736;6,95824239937817
230;Peter-Welter-Platz 1;Georgsviertel;Platzfläche;;39;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9342489046208;6,96184340553662
231;Oversburgstr. (Severinsbrücke);Georgsviertel;westlicher Teil;;122;SEV + GEO;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9297364556744;6,96094824665548
232;Oversburgstr. (Severinsbrücke);Georgsviertel;östlicher Teil;;116;SEV + GEO;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9298550285981;6,96186392507628
233;Auenweg;Deutz;Staatenhaus;Sachsenbergstr.;17;;Mo-So 09:00 - 23:00;1,00 €;5;;500069;50,9487101763097;6,97849535622634
234;Hamburger Str. 4;Eigelsteinviertel;Plankgasse;Gereonswall;8;EIGEL;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9479049233704;6,9529009544832
235;Weberstr. LT 3-5;Georgsviertel;Löwengasse;Follerstr.;19;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9307203038806;6,95911312647064
236;Im Sionstal (Severinsbrücke);Georgsviertel;Im Weichserhof;Kleine Witschgasse;34;GEO;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9299958465633;6,96001699689815
237;Peter-von-Fliesteden-Str. ggü. 7;Pauliviertel;Paulistr.;Geilenkircher Str.;22;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9390822427817;6,89499626093432
238;Thurnmarkt 5;Georgsviertel;Heumarkt;Filzengraben;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9343989351616;6,96291259023727
239;Karolingerring 18;Severinsviertel;Chlodwigplatz;Brunostr.;25;SEV;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9216603480954;6,95803688916216
240;Dellbrücker Hauptstr. 89-91;Mülheim;Von-der-Leyen-Str.;Kemperbachstr.;14;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,975773002446;7,07341869146831
241;Luxemburger Str. 118;Lindenthal;Luxemburger Wall;Greinstr.;24;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9233772121293;6,93513733785636
242;Luxemburger Str. 172;Sülz-Nord I;Konradstr.;Arnulfstr.;7;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9196717404284;6,93136004891796
243;Mauritiuskirchplatz 11-13;Griechenmarktviertel;Am Rinkenpfuhl;Arndtstr.;8;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9333879002035;6,94389498338566
244;Moselstr. 30;Südliche Neustadt I;Pfälzer Str.;Luxemburger Str.;30;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9266585200217;6,94020986545214
245;Am Alten Ufer 35;Kunibertsviertel;Servasgasse;Goldgasse;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9440950301677;6,9619636433397
246;Gereonstr. 58a;Gereonsviertel;Klingelpütz;Probsteigasse;17;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9436541129475;6,94650770894311
247;Allerheiligenstr. 2;Kunibertsviertel;Domstr.;Wendekreis;12;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9457543953239;6,95765354816538
248;Eisenachstraße 17;Nippes;;;17;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,963918056535;6,94684021170262
249;Dagobertstr. 38;Kunibertsviertel;Domstr.;Unter Kahlenhausen;23;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9482398864277;6,96082700149008
250;Dagobertstr. 90;Kunibertsviertel;Niederichstr.;Konrad-Adenauer-Ufer;10;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9478543076242;6,9635701492077
251;Domstr. 28;Kunibertsviertel;Machabäerstr.;Allerheiligenstr.;18;KUN;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9461963955061;6,95891394078088
252;Goldgasse 2;Kunibertsviertel;Am Alten Ufer;Johannisstr.;18;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9434729456709;6,96121070818544
253;Im Krahnenhof ggü. 5;Kunibertsviertel;Dagobertstr.;Unter Krahnenbäumen;28;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9477944735233;6,96053414168402
254;Johannisstr. 57;Kunibertsviertel;Brandenburger Str.;Goldgasse;8;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9445202865108;6,96063431492192
255;Konrad-Adenauer-Ufer 7;Kunibertsviertel;Machabäerstr.;Servasgasse;12;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9449599338977;6,96294619554446
256;Konrad-Adenauer-Ufer 47;Kunibertsviertel;Thürmchenswall;Dagobertstr.;30;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9479868564582;6,96435796954144
257;Konrad-Adenauer-Ufer 33;Kunibertsviertel;Kunibertsklostergasse;Dagobertstr.;16;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9472598562122;6,96385597775013
258;Theodor-Heuss-Ring 44;Kunibertsviertel;Cleverstr.;Niederichstr.;33;KUN;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9499370690908;6,96350340611129
259;Thürmchenswall 67;Kunibertsviertel;Niederichstr.;Unter Kahlenhausen;29;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9492369179621;6,96322291234555
260;Eisenachstraße 55;Nippes;;;14;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9651635200191;6,94674214942605
261;Theodor-Heuss-Ring 10;Kunibertsviertel;Domstr.;Cleverstr.;27;KUN;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9500548813974;6,95991085880453
262;Theodor-Heuss-Ring 28;Kunibertsviertel;Domstr.;Cleverstr.;35;KUN;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9500021516189;6,96154044540984
263;Altenberger Str. 16;Kunibertsviertel;Maximilienstr.;Johannisstr.;12;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,944455038683;6,95983024726762
264;Machabäerstr. ggü 35;Kunibertsviertel;Domstr.;Johannisstr.;28;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9463642817924;6,95946170075079
265;Machabäerstr. 61;Kunibertsviertel;Domstr.;Johannisstr.;22;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,946205130271;6,96113828789011
266;Machabäerstr. 58;Kunibertsviertel;Johannisstr.;Am Alten Ufer;19;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9459200588599;6,96153274216894
267;Dagobertstr. 34;Kunibertsviertel;Domstr.;Unter Kahlenhausen;24;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9483059193961;6,96017961186619
268;Thürmchenswall 98;Kunibertsviertel;Konrad-Adenauer-Ufer;Niederichstr.;21;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9489867867495;6,9643172852089
269;Konrad-Adenauer-Ufer ggü. 71;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9499614472435;6,96650011748445
270;Konrad-Adenauer-Ufer ggü. 63;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9488127537519;6,96554835435008
271;Konrad-Adenauer-Ufer ggü. 41;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9475845130566;6,96470007052108
272;Konrad-Adenauer-Ufer ggü.19;Kunibertsviertel;Theod.-Heuß-Ring;Machabäerstr.;44;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,9461677006541;6,96389353880068
273;Unter Krahnenbäumen;Kunibertsviertel;Im Krahnenhof;Domstr.;21;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9473718911794;6,95948894740525
274;Turiner Str. 2;Kunibertsviertel;Machabäerstr.;Unter Krahnenbäumen;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9470957179889;6,9579775639584
275;Kunibertskloster 1a;Kunibertsviertel;Kunibertskloster;Kunibertgasse;28;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9464576075216;6,96299474708653
276;Machabäerstr.;Kunibertsviertel;Ecke Kunibertsgasse;;17;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9456711668671;6,96252059155091
277;Luxemburger Str. 124;Lindenthal;Greinstr.;Universitätsstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9218537492156;6,93354694571543
278;Luxemburger Str. 256;Lindenthal;Sülzburgstr.;Fußgänger-LSA;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9154491613618;6,92693429678069
279;Luxemburger Str. 282;Lindenthal;Fa. Mercedes;Manderscheider Str.;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9136269013867;6,92502556596957
280;Luxemburger Str. 345;Lindenthal;Lohrbergstr.;Ölbergstr.;7;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9107075320687;6,92249772710766
281;Filzengraben 15;Georgsviertel;Peter-Welter-Platz;An der Malzmühle;10;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9337376821232;6,96102550356224
282;Luxemburger Str. 315;Lindenthal;Klettenberggürtel;Breibergstr.;12;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9126685251817;6,92455485232763
283;Luxemburger Str. 251;Lindenthal;Weißhaus-Kino;Leybergstr.;12;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9172071983878;6,92927150493107
284;Luxemburger Str. 191;Sülz-Nord I;Arnulfstr.;Lotharstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9193982791368;6,93160386805659
285;Zülpicher Platz 3;Rathenauviertel;Roonstr.;Hohenstaufenring;23;RATH;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9302850883929;6,94047306896166
286;Elisabeth-Breuer-Str. 8;Mülheim;;;14;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9600562842351;7,00936027278563
287;Olpener Str. 9-13 (Post);Kalk;;;12;;Mo-Fr 09:00 - 18:00;0,50 €;0;;500032;50,9402681241496;7,01777935121451
288;Rheinparkweg;Deutz;Auenweg;Kennedy Ufer;5;;Mo-So 09:00 - 18:00;1,00 €;4;;500073;50,945120423159;6,971196864641
289;Kalker Hauptstr. 126;Kalk;Haus Nr. 124;Haus Nr. 136;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9377466704285;7,00242017660724
290;Kalker Hauptstr. 152;Kalk;Haus Nr. 148;Haus Nr. 162/164;15;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,938009110949;7,0040222247424
291;Kalker Hauptstr. 182;Kalk;Haus Nr. 172/174;Haus Nr. 192;11;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9383077455624;7,00582806346881
292;Kalker Hauptstr. 189;Kalk;Haus Nr. 203;Haus Nr. 179;22;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9382972835486;7,00487605005713
293;Kalker Hauptstr. 145;Kalk;Haus Nr. 163;Haus Nr. 121;23;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9379348521721;7,0025299917161
294;Peter-von-Fliesteden-Str. (Clarenbachstift);Pauliviertel;Aachener Str.;Herzogenrather Str.;15;PAULI;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9382872578228;6,89481165458012
295;Berliner Str. 863;Mülheim;Leuchterstraße;Von-Diergardt-Str.;25;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9978158184369;7,03714357140437
296;Berliner Str. 895;Mülheim;;;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9991216013278;7,03802786646617
297;Olpener Str. 57;Kalk;Fuldaer Str.;Bochumer Str.;10;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9403840120659;7,02167679900095
298;Paul-Schallück-Str. 6;Lindenthal;Luxemburger Str.;Zufahrt ADAC;19;;Mo-Fr 09:00 - 18:00;0,50 €;4;;500018;50,9215169368804;6,93424977530749
299;Waisenhausgasse 1 (Schule);Pantaleonsviertel;Quirinstr.;Perlengraben;43;PAN;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9300017081331;6,95118191548392
300;Ebertplatz 15 (Kino);Agnesviertel II;Riehlerstr.;Neusserstr.;14;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9510319926014;6,95801831595728
301;Ebertplatz 8;Eigelsteinviertel;Hansaring;Turiner Straße;22;EIGEL;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,950128583707;6,95745250842069
302;Neusser Str. 10;Agnesviertel II;Ebertplatz;Schillingstr.;16;;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9515367722768;6,95721780769575
